title,description,release,summary,tags
"DARK SOULS™ III","Dark Souls continues to push the boundaries with the latest, ambitious chapter in the critically-acclaimed and genre-defining series. Prepare yourself and Embrace The Darkness!","Released: Apr 11, 2016","Overall user reviews:
			Very Positive
						(30,831 reviews)","[{""tags"":""Dark Fantasy""},{""tags"":""Difficult""},{""tags"":""Atmospheric""},{""tags"":""RPG""},{""tags"":""Lore-Rich""},{""tags"":""Third Person""},{""tags"":""Exploration""},{""tags"":""Story Rich""},{""tags"":""PvP""},{""tags"":""Co-op""},{""tags"":""Action RPG""},{""tags"":""Adventure""},{""tags"":""Open World""},{""tags"":""Action""},{""tags"":""Great Soundtrack""},{""tags"":""Multiplayer""},{""tags"":""Singleplayer""},{""tags"":""Horror""},{""tags"":""Character Customization""},{""tags"":""Replay Value""}]"
"Devil May Cry® 4 Special Edition","The smash-hit stylish action game DMC4 is back and better than ever, boasting new playable characters and game modes!","Released: Jun 23, 2015","Overall user reviews:
			Very Positive
						(2,058 reviews)","[{""tags"":""Action""},{""tags"":""Hack and Slash""},{""tags"":""Character Action Game""},{""tags"":""Great Soundtrack""},{""tags"":""Spectacle fighter""},{""tags"":""Singleplayer""},{""tags"":""Stylized""},{""tags"":""Third Person""},{""tags"":""Classic""},{""tags"":""Difficult""},{""tags"":""Anime""},{""tags"":""Story Rich""},{""tags"":""Atmospheric""},{""tags"":""Adventure""},{""tags"":""Beat 'em up""},{""tags"":""Female Protagonist""},{""tags"":""Remake""},{""tags"":""Replay Value""},{""tags"":""Controller""},{""tags"":""RPG""}]"
"Tom Clancy's Ghost Recon: Future Soldier™","Join an elite team of special-ops soldiers in the globe’s most deadly warzones to hunt down the highest value targets.","Released: Jun 26, 2012","Overall user reviews:
			Mixed
						(2,099 reviews)","[{""tags"":""Action""},{""tags"":""Stealth""},{""tags"":""Co-op""},{""tags"":""Third-Person Shooter""},{""tags"":""Tactical""},{""tags"":""Shooter""},{""tags"":""Multiplayer""},{""tags"":""Futuristic""},{""tags"":""FPS""},{""tags"":""Gun Customization""},{""tags"":""Third Person""},{""tags"":""Singleplayer""},{""tags"":""Adventure""},{""tags"":""Military""}]"
"Rust","The only aim in Rust is to survive. To do this you will need to overcome struggles such as hunger, thirst and cold. Build a fire. Build a shelter. Kill animals for meat. Protect yourself from other players, and kill them for meat. Create alliances with other players and form a town.","Released: 11 Dec, 2013","Overall user reviews:
			Very Positive
						(146,655 reviews)","[{""tags"":""Early Access""},{""tags"":""Survival""},{""tags"":""Crafting""},{""tags"":""Multiplayer""},{""tags"":""Open World""},{""tags"":""Sandbox""},{""tags"":""PvP""},{""tags"":""Building""},{""tags"":""Adventure""},{""tags"":""Action""},{""tags"":""First-Person""},{""tags"":""Indie""},{""tags"":""FPS""},{""tags"":""Nudity""},{""tags"":""Co-op""},{""tags"":""Shooter""},{""tags"":""Online Co-Op""},{""tags"":""Simulation""},{""tags"":""Post-apocalyptic""},{""tags"":""Survival Horror""}]"
"Divinity: Original Sin 2","It's time for a new Divinity. Choose your race and origin story and see how differently the world reacts. Gather your party and blast your opponents with different elements in deep tactical turn-based combat. Explore a vast world alone or with up to 4 players in drop-in/drop-out cooperative play.","Released: 15 Sep, 2016","Overall user reviews:
			Overwhelmingly Positive
						(1,269 reviews)","[{""tags"":""Early Access""},{""tags"":""RPG""},{""tags"":""Turn-Based""},{""tags"":""Strategy""},{""tags"":""Co-op""},{""tags"":""Adventure""},{""tags"":""Turn-Based Combat""},{""tags"":""Fantasy""},{""tags"":""Story Rich""},{""tags"":""Singleplayer""},{""tags"":""Open World""},{""tags"":""Character Customization""},{""tags"":""Multiplayer""},{""tags"":""Atmospheric""},{""tags"":""CRPG""},{""tags"":""Great Soundtrack""},{""tags"":""Indie""},{""tags"":""Isometric""},{""tags"":""Turn-Based Tactics""},{""tags"":""Female Protagonist""}]"
"60 Seconds!","60 Seconds! is a dark comedy atomic adventure of scavenge and survival. Collect supplies and rescue your family before the nuke hits. Stay alive in your fallout shelter. Make difficult decisions, ration food and hunt mutant cockroaches. And maybe survive. Or not.","Released: 25 May, 2015","Overall user reviews:
			Very Positive
						(2,936 reviews)","[{""tags"":""Survival""},{""tags"":""Post-apocalyptic""},{""tags"":""Singleplayer""},{""tags"":""Strategy""},{""tags"":""Simulation""},{""tags"":""Dark Humor""},{""tags"":""Indie""},{""tags"":""Adventure""},{""tags"":""Funny""},{""tags"":""Comedy""},{""tags"":""Casual""},{""tags"":""Action""},{""tags"":""Point & Click""},{""tags"":""Choices Matter""},{""tags"":""Difficult""},{""tags"":""War""},{""tags"":""Dark Comedy""},{""tags"":""Atmospheric""},{""tags"":""Rogue-like""},{""tags"":""Horror""}]"
"Tom Clancy's Ghost Recon: Future Soldier™","Join an elite team of special-ops soldiers in the globe’s most deadly warzones to hunt down the highest value targets.","Released: Jun 26, 2012","Overall user reviews:
			Mixed
						(2,099 reviews)","[{""tags"":""Action""},{""tags"":""Stealth""},{""tags"":""Co-op""},{""tags"":""Third-Person Shooter""},{""tags"":""Tactical""},{""tags"":""Shooter""},{""tags"":""Multiplayer""},{""tags"":""Futuristic""},{""tags"":""FPS""},{""tags"":""Gun Customization""},{""tags"":""Third Person""},{""tags"":""Singleplayer""},{""tags"":""Adventure""},{""tags"":""Military""}]"
"Cossacks 3","Cossacks 3 is a rare combination of war, economy, army developing, building and upgrading that couldn’t be found in any game for the last 15 years. This deep RTS gameplay will return old fans in the golden ages of the genre and give newcomers a unique experience.","Released: 20 Sep, 2016","Overall user reviews:
			Mostly Positive
						(2,791 reviews)","[{""tags"":""Strategy""},{""tags"":""RTS""},{""tags"":""Historical""},{""tags"":""Classic""},{""tags"":""Base Building""},{""tags"":""Tactical""},{""tags"":""Multiplayer""},{""tags"":""Resource Management""},{""tags"":""Remake""},{""tags"":""Real-Time""},{""tags"":""Singleplayer""},{""tags"":""Grand Strategy""},{""tags"":""Co-op""},{""tags"":""City Builder""},{""tags"":""Action""},{""tags"":""Moddable""},{""tags"":""Replay Value""},{""tags"":""Competitive""},{""tags"":""Adventure""},{""tags"":""Isometric""}]"
"Call of Duty®: Advanced Warfare - Gold Edition","Call of Duty®: Advanced Warfare envisions a powerful future, where both technology and tactics have evolved to usher in a new era of combat for the franchise.Power Changes Everything.","Released: 3 Nov, 2014","Overall user reviews:
			Mixed
						(9,284 reviews)","[{""tags"":""FPS""},{""tags"":""Action""},{""tags"":""Multiplayer""},{""tags"":""Shooter""},{""tags"":""Futuristic""},{""tags"":""Sci-fi""},{""tags"":""First-Person""},{""tags"":""Linear""},{""tags"":""Singleplayer""},{""tags"":""America""},{""tags"":""War""},{""tags"":""Quick-Time Events""},{""tags"":""Short""},{""tags"":""Illuminati""},{""tags"":""Online Co-Op""},{""tags"":""Military""},{""tags"":""Co-op""},{""tags"":""PvP""},{""tags"":""Fast-Paced""},{""tags"":""Mechs""}]"
"Battlerite","BATTLERITE is an action-packed team arena brawler. Experience the unique combination of a top-down shooter with a fast-paced fighting game. Challenge friends and others in a battle of reaction, unleashing the champion within you.","Released: 20 Sep, 2016","Overall user reviews:
			Very Positive
						(15,349 reviews)","[{""tags"":""Early Access""},{""tags"":""PvP""},{""tags"":""Multiplayer""},{""tags"":""Competitive""},{""tags"":""Action""},{""tags"":""MOBA""},{""tags"":""Arena Shooter""},{""tags"":""Fast-Paced""},{""tags"":""Fighting""},{""tags"":""Team-Based""},{""tags"":""Top-Down""},{""tags"":""Strategy""},{""tags"":""Great Soundtrack""},{""tags"":""Difficult""},{""tags"":""Beat 'em up""},{""tags"":""RPG""},{""tags"":""Hack and Slash""},{""tags"":""Top-Down Shooter""},{""tags"":""Free to Play""},{""tags"":""Atmospheric""}]"
"Door Kickers","Door Kickers is an innovative realtime strategy game that puts you in charge of a SWAT team and lets you command them during a tactical intervention.","Released: 20 Oct, 2014","Overall user reviews:
			Overwhelmingly Positive
						(3,110 reviews)","[{""tags"":""Tactical""},{""tags"":""Strategy""},{""tags"":""Simulation""},{""tags"":""Top-Down""},{""tags"":""Indie""},{""tags"":""Action""},{""tags"":""Singleplayer""},{""tags"":""Replay Value""},{""tags"":""2D""},{""tags"":""Real-Time with Pause""},{""tags"":""RTS""},{""tags"":""Puzzle""},{""tags"":""Shooter""},{""tags"":""Adventure""},{""tags"":""Moddable""},{""tags"":""Top-Down Shooter""},{""tags"":""Difficult""}]"
"DARK SOULS™: Prepare To Die™ Edition","Dark Souls will be the most deeply challenging game you play this year. Can you live through a million deaths and earn your legacy?","Released: Aug 23, 2012","Overall user reviews:
			Very Positive
						(43,976 reviews)","[{""tags"":""RPG""},{""tags"":""Dark Fantasy""},{""tags"":""Difficult""},{""tags"":""Action""},{""tags"":""Exploration""},{""tags"":""Fantasy""},{""tags"":""Lore-Rich""},{""tags"":""Adventure""},{""tags"":""Atmospheric""},{""tags"":""Third Person""},{""tags"":""Action RPG""},{""tags"":""Open World""},{""tags"":""Replay Value""},{""tags"":""Multiplayer""},{""tags"":""Dark""},{""tags"":""Great Soundtrack""},{""tags"":""Story Rich""},{""tags"":""Singleplayer""},{""tags"":""Character Customization""},{""tags"":""Medieval""}]"
"Revhead","Revhead is a car racing simulation game, where you have to build your own race car. You start your journey somewhere in a small village in Australia. You have to think as a real Revhead! You can buy or sell cars and components, fix and tweak your car to make it the fastest around.","Released: 9 Mar, 2017","Overall user reviews:
			Mixed
						(50 reviews)","[{""tags"":""Action""},{""tags"":""Indie""},{""tags"":""Racing""},{""tags"":""Simulation""}]"
"TEKKEN 7","Discover the epic conclusion of the long-time clan warfare between members of the Mishima family. Powered by Unreal Engine 4, the legendary fighting game franchise fights back with stunning story-driven cinematic battles and intense duels that can be enjoyed with friends and rivals.","Available: 1 Jun, 2017","null","[{""tags"":""Fighting""},{""tags"":""Action""},{""tags"":""Multiplayer""},{""tags"":""Arcade""},{""tags"":""Competitive""},{""tags"":""Great Soundtrack""},{""tags"":""Local Multiplayer""},{""tags"":""Singleplayer""},{""tags"":""Sports""},{""tags"":""e-sports""},{""tags"":""Beat 'em up""},{""tags"":""Story Rich""},{""tags"":""Difficult""},{""tags"":""Anime""},{""tags"":""Nudity""},{""tags"":""Heist""}]"
"Force of Nature","Force of Nature is a Sandbox game that combines Action, Adventure, RPG, Strategy and Management genres","Released: 13 Dec, 2016","Overall user reviews:
			Mostly Positive
						(631 reviews)","[{""tags"":""Crafting""},{""tags"":""Survival""},{""tags"":""Adventure""},{""tags"":""Simulation""},{""tags"":""RPG""},{""tags"":""Indie""},{""tags"":""Sandbox""},{""tags"":""Open World""},{""tags"":""Action""},{""tags"":""Strategy""},{""tags"":""Exploration""},{""tags"":""Third Person""},{""tags"":""Building""},{""tags"":""Management""},{""tags"":""Multiplayer""},{""tags"":""Singleplayer""}]"
"Sniper Elite 4 - Deathstorm Part 1: Inception","With the war in Italy raging, Karl must intercept a crucial enemy package. Deathstorm: Inception is part one of a three-part campaign for 1-2 players sending Karl to the heart of a Kriegsmarine base.","Released: 21 Mar, 2017","Overall user reviews:
			9 user reviews","[{""tags"":""Action""},{""tags"":""Adventure""},{""tags"":""Violent""}]"
"The Elder Scrolls IV: Oblivion® Game of the Year Edition","The Elder Scrolls IV: Oblivion® Game of the Year Edition presents one of the best RPGs of all time like never before. Step inside the most richly detailed and vibrant game-world ever created.","Released: 16 Jun, 2009","Overall user reviews:
			Overwhelmingly Positive
						(7,906 reviews)","[{""tags"":""RPG""},{""tags"":""Open World""},{""tags"":""Fantasy""},{""tags"":""Singleplayer""},{""tags"":""Moddable""},{""tags"":""First-Person""},{""tags"":""Exploration""},{""tags"":""Adventure""},{""tags"":""Great Soundtrack""},{""tags"":""Action""},{""tags"":""Magic""},{""tags"":""Sandbox""},{""tags"":""Atmospheric""},{""tags"":""Character Customization""},{""tags"":""Story Rich""},{""tags"":""Medieval""},{""tags"":""Action RPG""},{""tags"":""Third Person""},{""tags"":""Classic""},{""tags"":""Dark Fantasy""}]"
"The Binding of Isaac","Now 20% More Evil with the Free Halloween update!","Released: 28 Sep, 2011","Overall user reviews:
			Overwhelmingly Positive
						(32,109 reviews)","[{""tags"":""Rogue-like""},{""tags"":""Indie""},{""tags"":""Replay Value""},{""tags"":""Difficult""},{""tags"":""Procedural Generation""},{""tags"":""Action""},{""tags"":""Dark""},{""tags"":""Top-Down""},{""tags"":""Great Soundtrack""},{""tags"":""Adventure""},{""tags"":""Singleplayer""},{""tags"":""RPG""},{""tags"":""Rogue-lite""},{""tags"":""Survival""},{""tags"":""Perma Death""},{""tags"":""2D""},{""tags"":""Dungeon Crawler""},{""tags"":""Bullet Hell""},{""tags"":""Atmospheric""},{""tags"":""Arena Shooter""}]"
"Far Cry 3","Discover the dark secrets of a lawless island ruled by violence and take the fight to the enemy as you try to escape. You’ll need more than luck to escape alive!","Released: Dec 4, 2012","Overall user reviews:
			Very Positive
						(37,418 reviews)","[{""tags"":""Open World""},{""tags"":""FPS""},{""tags"":""Action""},{""tags"":""Adventure""},{""tags"":""Shooter""},{""tags"":""Stealth""},{""tags"":""Hunting""},{""tags"":""First-Person""},{""tags"":""Multiplayer""},{""tags"":""Co-op""},{""tags"":""Singleplayer""},{""tags"":""Sandbox""},{""tags"":""Survival""},{""tags"":""Story Rich""},{""tags"":""Colorful""},{""tags"":""Atmospheric""},{""tags"":""Online Co-Op""},{""tags"":""Crafting""},{""tags"":""RPG""},{""tags"":""Nudity""}]"
"River City Ransom: Underground","Alex and Ryan must take to the streets to help a new crop of fighters. You'll earn money, unlock moves, and upgrade your skills in a sprawling city. This modern take on an old classic features over 500 unique street fighting moves, dozens of weapons, and fun online multiplayer modes.","Released: Feb 27, 2017","Overall user reviews:
			Mostly Positive
						(794 reviews)","[{""tags"":""Action""},{""tags"":""Beat 'em up""},{""tags"":""Retro""},{""tags"":""Indie""},{""tags"":""RPG""},{""tags"":""Pixel Graphics""},{""tags"":""Action RPG""},{""tags"":""PvE""},{""tags"":""PvP""},{""tags"":""Competitive""},{""tags"":""Open World""},{""tags"":""Cartoon""},{""tags"":""Online Co-Op""},{""tags"":""2D""}]"
"Europa Universalis IV: Common Sense","Common Sense is the fifth major expansion for Europa Universalis IV and focuses on diplomacy and the internal development of nations. This addition allows you to peacefully develop your nation and build a 'tall' empire, whilst also giving you the tools to execute grand diplomacy.","Released: 9 Jun, 2015","Overall user reviews:
			Mixed
						(331 reviews)","[{""tags"":""Strategy""},{""tags"":""Simulation""},{""tags"":""Open World""},{""tags"":""Grand Strategy""}]"
